Company Name,Company Type,SPCIQ Key,Table Type,HOLDER,COMMON_STOCK_EQUIVALENT_HELD__ACTUAL_,PERCENT_OF_COMMON_SHARES_OUTSTANDING____,MARKET_VALUE___M_,CHANGE_IN_SHARES__ACTUAL_,CHANGE____,POSITION_DATE,SOURCE,PORTFOLIO_TURNOVER_CATEGORY,PORTFOLIO_TURNOVER____,INVESTMENT_ORIENTATION,EQUITY_ASSETS___M_,CITY,STATE,COUNTRY,CALCULATED_INVESTMENT_STYLE,CALCULATED_MARKET_CAP_EMPHASIS,OWNER_TYPE,FUNDS,DERIVATIVES_EX__60_DAYS,INSTITUTION_IS_AN_ACTIVIST_
ASX Limited,Public,1719233,Shareholders,Dimensional Fund Advisors LP,562674.0,0.29,25.596471389799100,7039.0,1.267,2024-12-31 00:00:00,Multiple,Very Low  ,10.1081,Active    ,482289.15910903600,Austin,TX,USA,Growth,Large Cap ,Traditional Investment Managers,27.0,,No
ASX Limited,Public,1719233,Shareholders,Djerriwarrh Investments Ltd.,316000.0,0.16,14.375082124243400,0.0,,2024-07-09 00:00:00,Annual Report,,,Active    ,349.88269585662,Melbourne,,Australia,Blend,Large Cap ,Traditional Investment Managers,,,No
ASX Limited,Public,1719233,Shareholders,Law Venture Pty Ltd.,308999.0,0.16,14.056601269965400,0.0,,2024-07-09 00:00:00,Annual Report,,,,,,,Australia,Unclassified,,Corporations (Private),,,No
ASX Limited,Public,1719233,Shareholders,Sjunde AP-fonden,299175.0,0.15,13.60969998265980,0.0,,2024-06-28 00:00:00,Aggregated Mutual Funds,Very Low  ,2.4418,Active    ,92929.75145158360,Stockholm,,Sweden,Growth,Large Cap ,Government Pension Sponsors,1.0,,No
ASX Limited,Public,1719233,Shareholders,Teachers Insurance and Annuity Association-College Retirement Equities Fund,289508.0,0.15,13.169940745650100,56718.0,24.364,2024-12-31 00:00:00,Multiple,Very Low  ,15.8439,Active    ,278250.544064066,New York,NY,USA,Growth,Large Cap ,Traditional Investment Managers,4.0,,No
ASX Limited,Public,1719233,Shareholders,Mutual Trust Pty. Ltd.,286839.0,0.15,13.048525890619700,0.0,,2024-07-09 00:00:00,Annual Report,,,,,Melbourne,,Australia,Unclassified,,Family Offices/Trusts,,,No
ASX Limited,Public,1719233,Shareholders,BNY Asset Management,246689.0,0.13,11.222071627049000,-12695.0,-4.894,2024-12-31 00:00:00,Multiple,Very Low  ,10.6746,Active    ,366208.12437499200,Boston,MA,USA,Growth,Large Cap ,Traditional Investment Managers,12.0,,No
ASX Limited,Public,1719233,Shareholders,Deutsche Asset & Wealth Management,229770.0,0.12,10.452413353441100,44903.0,24.289,2024-12-31 00:00:00,Aggregated Mutual Funds,Very Low  ,19.739,Active    ,272981.4848237870,New York,NY,USA,Growth,Large Cap ,Traditional Investment Managers,12.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,"Warren E. Buffett Chairman, CEO & President","206,359",14.34,"140,514.0","-1,604",-0.77,12/4/2024,Form 4,,,,,,NE,USA,,,Individuals/Insiders,,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Vanguard Group Inc.,"102,566",7.13,"69,839.2","1,078",1.06,12/31/2024,13F,Very Low,2.83,Passive,"6,637,336.92",Malvern,PA,USA,Growth,Large Cap,Traditional Investment Managers,40.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,BlackRock Inc.,"74,439",5.17,"50,687.0",348,0.47,12/31/2024,13F,Very Low,6.47,Passive,"6,009,738.80",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,146.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,State Street Global Advisors Inc.,"48,171",3.35,"32,800.6",734,1.55,12/31/2024,13F,Very Low,4.82,Passive,"2,764,212.84",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,62.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Principal Gestão De Investimentos Ltda.,"42,672",2.97,"29,056.2",0,,3/31/2024,Aggregated Mutual Funds,Low,31.19,Active,46.09,Belo Horizonte,,Brazil,Growth,Large Cap,Traditional Investment Managers,1.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,FMR LLC,"37,228",2.59,"25,349.3",-478,-1.27,12/31/2024,13F,Low,21.72,Active,"1,631,954.60",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,49.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Investidor Profissional Gestão de Recursos Ltda,"34,820",2.42,"23,709.6",0,,12/31/2024,Multiple,Low,48.32,Active,261.21,Rio de Janeiro,RJ,Brazil,Growth,Large Cap,Hedge Fund Managers (<5% stake),4.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Geode Capital Management LLC,"25,320",1.76,"17,240.9",819,3.34,12/31/2024,13F,Very Low,2.55,Passive,"1,431,347.67",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,25.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,First Manhattan Co. LLC,"16,072",1.12,"10,943.7",86,0.54,12/31/2024,13F,Very Low,9.77,Active,"34,082.21",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,1.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Norges Bank Investment Management,"14,187",0.99,"9,660.2",-118,-0.83,12/31/2024,13F,,,Active,"1,213,735.64",Oslo,,Norway,Growth,Large Cap,Sovereign Wealth Funds (<5% stake),1.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Bill & Melinda Gates Foundation Trust,"13,109",0.91,"8,926.2","-1,656",-11.22,12/31/2024,13F,Very Low,2.19,Active,"44,609.85",Kirkland,WA,USA,Growth,Large Cap,Charitable Foundations,,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Morgan Stanley,"12,032",0.84,"8,192.8",943,8.50,12/31/2024,13F,Very Low,19.16,Active,"605,036.40",New York,NY,USA,Growth,Large Cap,Banks/Investment Banks,,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Northern Trust Global Investments,"11,257",0.78,"7,665.1",752,7.16,12/31/2024,13F,Very Low,5.67,Active,"686,753.27",,,United Kingdom,Growth,Large Cap,Traditional Investment Managers,23.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Corient Private Wealth LLC,"10,081",0.7,"6,864.4","7,873",356.57,12/31/2024,13F,Very Low,14.16,,"51,715.35",Miami,FL,USA,Growth,Large Cap,Traditional Investment Managers,,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,BNY Asset Management,"8,601",0.6,"5,856.6",-17,-0.20,12/31/2024,13F,Very Low,9.97,Active,"505,777.58",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,32.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,UBS Asset Management AG,"8,420",0.59,"5,733.3",208,2.53,12/31/2024,Multiple,Very Low,15.6,Active,"1,051,983.07",Zurich,,Switzerland,Growth,Large Cap,Traditional Investment Managers,91.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Itaú Unibanco Holding SA,"8,140",0.57,"5,542.7",0,,9/30/2024,Aggregated Mutual Funds,Low,32.43,Active,"4,395.73",São Paulo,SP,Brazil,Growth,Large Cap,Traditional Investment Managers,1.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Accredited Investors Inc,"8,038",0.56,"5,473.2","7,920","6,711.86",12/31/2024,13F,Low,20.23,Active,"6,502.39",Edina,MN,USA,Growth,Large Cap,Traditional Investment Managers,,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Eaton Vance Management,"7,733",0.54,"5,265.6",98,1.28,12/31/2024,Aggregated 13F,Very Low,9.01,Active,"426,376.26",Boston,MA,USA,Growth,Large Cap,Traditional Investment Managers,9.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,JP Morgan Asset Management,"7,511",0.52,"5,114.4",286,3.96,12/31/2024,13F,Low,22.52,Active,"878,226.58",New York,NY,USA,Growth,Large Cap,Traditional Investment Managers,66.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Charles Schwab Investment Management Inc.,"7,304",0.51,"4,973.4",194,2.73,12/31/2024,Aggregated 13F,Very Low,11.66,Passive,"552,148.42",San Francisco,CA,USA,Growth,Large Cap,Traditional Investment Managers,13.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,BB Gestão de Recursos - Distribuidora de Títulos e Valores Mobiliários SA,"7,235",0.5,"4,926.5",0,,6/30/2024,Aggregated Mutual Funds,Low,23.31,Active,"2,826.25",,,Brazil,Growth,Large Cap,Traditional Investment Managers,1.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,T. Rowe Price Group Inc.,"6,925",0.48,"4,715.4",-416,-5.67,12/31/2024,13F,Low,23.23,Active,"1,108,786.13",Baltimore,MD,USA,Growth,Large Cap,Traditional Investment Managers,28.0,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Prodigy Asset Management LLC,"5,103",0.35,"3,474.7","5,103",,12/31/2024,13F,,,,"3,851.01",Omaha,NE,USA,Growth,Large Cap,Hedge Fund Managers (<5% stake),,,No
Berkshire Hathaway Inc.,Public,255251,Shareholders,Dimensional Fund Advisors LP,"4,872",0.34,"3,317.4",-162,-3.22,12/31/2024,13F,Very Low,9.68,Active,"596,425.33",Austin,TX,USA,GARP,Large Cap,Traditional Investment Managers,40.0,,No
