Company Name,Company ID,Company Type,Origin,Is Subsidiary,Parent,Property Name,Also Known As,Property ID,Royalty,Equity,Controlling Ownership,Operator,Country/ Region,Country/Region Risk Score & Outlook,Development Stage,Activity Status,Commodity(s),Primary Commodity,Primary Reserves and Resources,Unit,Total In-Situ Value ($M),Reserves & Resources As Of Date,Project Type,Coordinates,Coordinate Accuracy,Map Link,Construction Start,Production Start,Closure ,Sources/Notes,lat,lon,COUNTY,STATE,ST_ABBR,FIPS,RPL_THEMES,EP_AIAN,SVI_Category,FIPS_5,DRGT_EALT,DRGT_EALR,DRGT_RISKV,DRGT_RISKR,DRGT_RISKS,DRGT_MID_LOWER_HM,DRGT_MID_LOWER_PRISKS,DRGT_MID_LOWER_PRISKR,DRGT_MID_LOWER_PALR,DRGT_MID_LOWER_DELTAR,DRGT_MID_HIGHER_HM,DRGT_MID_HIGHER_PRISKS,DRGT_MID_HIGHER_PRISKR,DRGT_MID_HIGHER_PALR,DRGT_MID_HIGHER_DELTAR,DRGT_LATE_LOWER_HM,DRGT_LATE_LOWER_PRISKS,DRGT_LATE_LOWER_PRISKR,DRGT_LATE_LOWER_PALR,DRGT_LATE_LOWER_DELTAR,DRGT_LATE_HIGHER_HM,DRGT_LATE_HIGHER_PRISKS,DRGT_LATE_HIGHER_PRISKR,DRGT_LATE_HIGHER_PALR,DRGT_LATE_HIGHER_DELTAR
American Lithium Minerals Inc.,26467364,Private,USA,No,American Lithium Minerals Inc.,Sarcobatus Flat,,60345,,100.0,100.0,American Lithium Minerals Inc.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Brine,"37.516420, -117.853090",Approximate,,,,,,37.51642,-117.85309,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Barrel Energy Inc.,283186092,Private,USA,No,Barrel Energy Inc.,L.G.,,80537,,100.0,100.0,Intl Metals Mining Corp,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"32.836160, -109.811320",Exact,,,,,,32.83616,-109.81132,Graham County,Arizona,AZ,4009,0.8486,11.6,Very High,4009,5419921.105,Relatively High (2.74M - 25.1M),7105381.164,Relatively High,98.85459752,2.622736392,98.85,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.664224191,98.98,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.989778994,99.05,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),6.953044741,98.92,Very High,Very High (>25.1M),Very High (>4.58x)
QX Resources Limited,116245596,Public,Australia,No,QX Resources Limited,Liberty,Salt Fire Flat,91280,,25.0,25.0,QX Resources Ltd,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"35.936100, -117.228310",Exact,,,,,,35.9361,-117.22831,Inyo County,California,CA,6027,0.6147,8.0,High,6027,1304.662793,Very Low (<21.9K),1435.817189,Very Low,23.16258352,2.763080552,27.68,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.351465343,27.52,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.508990518,27.78,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),6.128719355,24.88,Very Low,Very Low (<21.9K),Very High (>4.58x)
IRIS Metals Limited,1674460588,Public,Australia,No,IRIS Metals Limited,Custer,"Beecher, Beecher Extended, Black Diamond, Longview",89716,,100.0,100.0,IRIS Metals Ltd,USA,1.5 Moderate,Exploration,Active,"Lithium, Spodumene",Lithium,,,,,Project,"43.707870, -103.577060",Exact,,,,,,43.70787,-103.57706,Custer County,South Dakota,SD,46033,0.2937,2.1,Moderate,46033,842.5979329,Very Low (<21.9K),964.4952781,Very Low,21.0944957,3.796563137,26.89,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),4.149985623,26.41,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),4.831450387,27.17,Very Low,Very Low (<21.9K),Very High (>4.58x),10.23361769,25.52,Very Low,Very Low (<21.9K),Very High (>4.58x)
IRIS Metals Limited,1674460588,Public,Australia,No,IRIS Metals Limited,Tin Mountain,,92584,,100.0,100.0,IRIS Metals Ltd,USA,1.5 Moderate,Exploration,Active,"Lithium, Beryllium, Tantalum, Rubidium, Caesium",Lithium,,,,,Project,"43.743990, -103.728130",Exact,,,,,,43.74399,-103.72813,Custer County,South Dakota,SD,46033,0.2937,2.1,Moderate,46033,842.5979329,Very Low (<21.9K),964.4952781,Very Low,21.0944957,3.796563137,26.89,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),4.149985623,26.41,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),4.831450387,27.17,Very Low,Very Low (<21.9K),Very High (>4.58x),10.23361769,25.52,Very Low,Very Low (<21.9K),Very High (>4.58x)
IRIS Metals Limited,1674460588,Public,Australia,No,IRIS Metals Limited,Edison,,28,,100.0,100.0,IRIS Metals Ltd,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"43.883935, -103.405460",Approximate,,,,,,43.883935,-103.405460,Pennington County,South Dakota,SD,46103,0.5539,6.7,High,46103,7971.885702,Very Low (<21.9K),9797.525859,Very Low,39.10276806,3.015726839,45.91,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.064734055,44.23,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),4.181458295,46.13,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),8.70148057,44.58,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
IRIS Metals Limited,1674460588,Public,Australia,No,IRIS Metals Limited,Ingersoll,,29,,100.0,100.0,IRIS Metals Ltd,USA,1.5 Moderate,Target Outline,Active,"Lithium, Beryllium, Tantalum",Lithium,,,,,Project,"43.910401, -103.453011",Approximate,,,,,,43.910401,-103.453011,Pennington County,South Dakota,SD,46103,0.5539,6.7,High,46103,7971.885702,Very Low (<21.9K),9797.525859,Very Low,39.10276806,3.015726839,45.91,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.064734055,44.23,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),4.181458295,46.13,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),8.70148057,44.58,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
GMV Minerals Inc,36110814,Public,Canada,No,GMV Minerals Inc,Daisy Creek,,91767,,100.0,100.0,GMV Minerals Inc,USA,1.5 Moderate,Target Outline,Active,Lithium U3O8,Lithium,,,,,Project,"40.252150, -117.334350",Exact,,,,,,40.25215,-117.33435,Lander County,Nevada,NV,32015,0.5762,3.0,High,32015,3454171.415,Relatively High (2.74M - 25.1M),5285334.019,Relatively High,98.72733058,2.03846575,98.47,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),2.7066121,98.6,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),2.781753045,98.5,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),4.8217144,98.35,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Fulcrum Lithium Ltd,1892077115,Public,Australia,No,Fulcrum Lithium Ltd,Alkali Flats,,92860,,100.0,100.0,Fulcrum Lithium Ltd,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"37.799640, -117.212170",Exact,,,,,,37.79964,-117.21217,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
"WESCO International, Inc.",398674,Public,USA,No,"WESCO International, Inc.",Central Nevada,"Big Smoky, Big Smoky Valley, BSV, ECV, Edwards Creek, SCV, Smith Creek",77763,,100.0,100.0,WESCO International Inc,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"39.317720, -117.509570",Exact,,,,,,39.31772,-117.50957,Lander County,Nevada,NV,32015,0.5762,3.0,High,32015,3454171.415,Relatively High (2.74M - 25.1M),5285334.019,Relatively High,98.72733058,2.03846575,98.47,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),2.7066121,98.6,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),2.781753045,98.5,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),4.8217144,98.35,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Authium Ltd,1865936028,Private,Australia,No,Authium Ltd,Clayton Ridge,,91458,,100.0,100.0,Authium Ltd,USA,1.5 Moderate,Reserves Development  ,Active,Lithium,Lithium,"933,909",tonnes,15136.8,12/21/2023,Project,"37.776670, -117.476830",Exact,,,,,,37.77667,-117.47683,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
BioELife Corp,35987538,Private,USA,No,BioELife Corp,Elon,,77812,,100.0,100.0,BioELife Corp. ,USA,1.5 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"37.755430, -117.624920",Approximate,,,,,,37.75543,-117.62492,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Beta Energy Corp. ,1762158568,Public,Canada,No,Beta Energy Corp. ,Green Energy,,37639,,100.0,100.0,Beta Energy Corp. ,USA,1.5 Moderate,Exploration,Active,"Lithium, Potash",Lithium,"11,231",tonnes,182,03/14/2011,Brine,"38.541900, -109.764690",Exact,,,,,,38.5419,-109.76469,Grand County,Utah,UT,49019,0.4582,3.6,Moderate,49019,4789.933419,Very Low (<21.9K),6660.122969,Very Low,35.41202673,1.830444757,36.27,Very Low,Very Low (<21.9K),Relatively Low (1.32x - 1.85x),2.797951969,39.39,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.06538854,38.88,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),5.141101239,35.38,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Chariot Corporation Limited,1817750491,Private,Australia,No,Chariot Corporation Limited,Horizon,,92832,,,0.0,,USA,1.5 Moderate,Reserves Development,Active,Lithium,Lithium,"6,002",tonnes,97.6,11/15/2023,Project,"38.055710, -117.352210",Exact,,,,,,38.05571,-117.35221,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Ares Strategic Mining Inc,105654591,Public,Canada,No,Ares Strategic Mining Inc,Little Rock,,77806,,100.0,100.0,Ares Strategic Mining Inc,USA,1.5 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"34.446420, -113.284880",Exact,,,,,,34.44642,-113.28488,Yavapai County,Arizona,AZ,4025,0.5991,1.1,High,4025,10062.51275,Very Low (<21.9K),13022.67785,Very Low,41.96627426,2.467521314,46.87,Relatively Low,Relatively Low (21.9K - 292K),Relatively Moderate (1.85x - 2.8x),3.452417163,48.68,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.894137039,48.23,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.723172578,43.05,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Kiplin Metals Inc.,7668507,Private,Canada,No,Kiplin Metals Inc.,Miller's Playa,,77501,,100.0,100.0,Kiplin Metals Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"38.097660, -117.590740",Approximate,,,,,,38.09766,-117.59074,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Avarone Metals Inc.,880415,Public,Canada,No,Avarone Metals Inc.,Moab,,77334,,100.0,100.0,Avarone Metals Inc.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"37.908580, -117.652350",Approximate,,,,,,37.90858,-117.65235,Esmeralda County,Nevada,NV,32009,0.9077,1.3,Very High,32009,1820958.827,Relatively Moderate (292K - 2.74M),3281604.068,Relatively Moderate,98.28189628,2.367358652,98.31,Relatively High,Relatively High (2.74M - 25.1M),Relatively Moderate (1.85x - 2.8x),3.176403284,98.41,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),3.196199595,98.28,Relatively High,Relatively High (2.74M - 25.1M),Relatively High (2.8x - 4.58x),5.751887247,98.15,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
Unnamed owner,200,,,No,Unnamed owner,Red Valley,,78769,,,,,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Brine,"38.93925, -112.56741",Exact,,,,,,38.93925,-112.56741,Millard County,Utah,UT,49027,0.4502,1.3,Moderate,49027,47596.97919,Relatively Low (21.9K - 292K),54046.07359,Relatively Low,58.19280942,1.764713013,58.51,Relatively Low,Relatively Low (21.9K - 292K),Relatively Low (1.32x - 1.85x),2.96136196,63.41,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.411429731,63.89,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.026837692,56.51,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Indiva Limited,432836367,Private,Canada,Yes,SNDL Inc.,Sarcobatus Flats,,37597,,100.0,100.0,Rainmaker Resources Ltd.,USA,1.5 Moderate,Exploration,Active,Lithium,Lithium,,,,,Project,"37.213000, -117.090000",Exact,,,,,,37.213,-117.09,Nye County,Nevada,NV,32023,0.7954,1.0,Very High,32023,4149.252472,Very Low (<21.9K),3898.984843,Very Low,30.48043271,2.207770352,33.28,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.045589737,35.22,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.332210658,35.13,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),5.455757612,31.15,Very Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Pantera Lithium Limited,717221253,Public,Australia,No,Pantera Lithium Limited,Smackover,Lithium Brine,91782,,100.0,100.0,Pantera Lithium Ltd.,USA,1.5 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"33.302670, -93.440580",Exact,,,,,,33.30267,-93.44058,Lafayette County,Arkansas,AR,5073,0.8075,0.3,Very High,5073,210043.5281,Relatively Low (21.9K - 292K),333864.3247,Relatively Low,82.27807827,2.286094394,84.57,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively Moderate (1.85x - 2.8x),3.588469644,88.77,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),3.3545118,85.81,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),6.426283061,83.07,Relatively Moderate,Relatively Moderate (292K - 2.74M),Very High (>4.58x)
Ares Strategic Mining Inc,105654591,Public,Canada,No,Ares Strategic Mining Inc,Wilcox Playa,,77805,,100.0,100.0,Ares Strategic Mining Inc,USA,1.5 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"32.089570, -109.825900",Exact,,,,,,32.08957,-109.8259,Cochise County,Arizona,AZ,4003,0.9325,0.5,Very High,4003,8738087.521,Relatively High (2.74M - 25.1M),11043418.94,Relatively High,99.17276487,2.884640191,99.24,Relatively High,Very High (>25.1M),Relatively High (2.8x - 4.58x),4.169711126,99.36,Very High,Very High (>25.1M),Relatively High (2.8x - 4.58x),4.627779634,99.36,Very High,Very High (>25.1M),Very High (>4.58x),7.639735323,99.3,Very High,Very High (>25.1M),Very High (>4.58x)
Controlled Thermal Resources Holdings Inc,1829613854,Private,USA,No,Controlled Thermal Resources Holdings Inc,Hell's Kitchen,,15,,,,Controlled Thermal Resources Holdings,USA,1.5 Moderate,Under Construction,Active,,Lithium,,,,,Geothermal,"33.2278,−115.5805",Approximate,https://files.ceqanet.opr.ca.gov/277330-1/attachment/umqX2ZYUYgPDPnQmJ1zkDyRyVLAng5T8MBZGSmrgzFDiB8GLtk0M8WcbNQvXIZ8U6A4g_EZEGzbWm6l_0,2024.0,2026.0,,,33.2278,-115.5805,Imperial County,California,CA,6025,0.9936,0.7,Very High,6025,550022.8084,Relatively Moderate (292K - 2.74M),818205.049,Relatively Moderate,91.98218263,4.021542184,96.12,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.556802989,96.09,Relatively High,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.819973453,95.42,Relatively High,Relatively Moderate (292K - 2.74M),Very High (>4.58x),6.447421981,91.98,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
EnergySource Minerals LLC,1760962057,Private,USA,No,EnergySource Minerals LLC,Energy Source Mineral ATLiS Project,,16,,,,EnergySource Minerals LLC,USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Geothermal,"33.2046,−115.5789",Approximate,https://files.ceqanet.opr.ca.gov/266414-3/attachment/1WAuc8St0q6pOKUU198nvMAjVyToYppAVahm_j0pGKvijQDseTzebhSqUWzg_s9AsKTPbLRQ_XPG7h4b0,,,,,33.2046,-115.5789,Imperial County,California,CA,6025,0.9936,0.7,Very High,6025,550022.8084,Relatively Moderate (292K - 2.74M),818205.049,Relatively Moderate,91.98218263,4.021542184,96.12,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.556802989,96.09,Relatively High,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.819973453,95.42,Relatively High,Relatively Moderate (292K - 2.74M),Very High (>4.58x),6.447421981,91.98,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
"BHE Renewables, LLC",154192270,Private,USA,Yes,Berkshire Hathaway Energy Company/ Berkshire Hathaway Inc.,Black Rock Geothermal Project,,17,,,,"BHE Renewables, LLC",USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Geothermal,"33.1493115,-115.6278498",Approximate,file:///Users/carlasamon/Downloads/TN249753_20230418T115342_Black%20Rock%20Geothermal%20Project%20AFC%20Volume%202%20Appendix%205-6%20Land%20Use.pdf,,,,,33.1493115,-115.6278498,Imperial County,California,CA,6025,0.9936,0.7,Very High,6025,550022.8084,Relatively Moderate (292K - 2.74M),818205.049,Relatively Moderate,91.98218263,4.021542184,96.12,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.556802989,96.09,Relatively High,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.819973453,95.42,Relatively High,Relatively Moderate (292K - 2.74M),Very High (>4.58x),6.447421981,91.98,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
"BHE Renewables, LLC",154192270,Private,USA,Yes,Berkshire Hathaway Energy Company/ Berkshire Hathaway Inc.,Morton Bay Geothermal Project,,18,,,,"BHE Renewables, LLC",USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Geothermal,"33.20239584741529,-115.58390364391832",Approximate,file:///Users/carlasamon/Downloads/TN249753_20230418T115342_Black%20Rock%20Geothermal%20Project%20AFC%20Volume%202%20Appendix%205-6%20Land%20Use.pdf,,,,,33.20239584741530,-115.58390364391800,Imperial County,California,CA,6025,0.9936,0.7,Very High,6025,550022.8084,Relatively Moderate (292K - 2.74M),818205.049,Relatively Moderate,91.98218263,4.021542184,96.12,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.556802989,96.09,Relatively High,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.819973453,95.42,Relatively High,Relatively Moderate (292K - 2.74M),Very High (>4.58x),6.447421981,91.98,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
"BHE Renewables, LLC",154192270,Private,USA,Yes,Berkshire Hathaway Energy Company/ Berkshire Hathaway Inc.,Elmore North Geothermal Project,,19,,,,"BHE Renewables, LLC",USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Geothermal,"33.1803616,-115.6015972",Approximate,file:///Users/carlasamon/Downloads/TN249753_20230418T115342_Black%20Rock%20Geothermal%20Project%20AFC%20Volume%202%20Appendix%205-6%20Land%20Use.pdf,,,,,33.1803616,-115.6015972,Imperial County,California,CA,6025,0.9936,0.7,Very High,6025,550022.8084,Relatively Moderate (292K - 2.74M),818205.049,Relatively Moderate,91.98218263,4.021542184,96.12,Relatively Moderate,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.556802989,96.09,Relatively High,Relatively Moderate (292K - 2.74M),Relatively High (2.8x - 4.58x),4.819973453,95.42,Relatively High,Relatively Moderate (292K - 2.74M),Very High (>4.58x),6.447421981,91.98,Relatively High,Relatively High (2.74M - 25.1M),Very High (>4.58x)
POWR Lithium Corp.,1686054061,Public,Canada,No,POWR Lithium Corp.,ELi property,,26,,,,POWR Lithium Corp. ,USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Project,"39.052809, -116.337518",Best Guess,,,,,,39.052809,-116.337518,Nye County,Nevada,NV,32023,0.7954,1.0,Very High,32023,4149.252472,Very Low (<21.9K),3898.984843,Very Low,30.48043271,2.207770352,33.28,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.045589737,35.22,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.332210658,35.13,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),5.455757612,31.15,Very Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
"American Battery Materials, Inc.",60456572,Public,USA,No,"American Battery Materials, Inc.",Lisbon Valley,Lisbon Lithium Project,27,,,,"American Battery Materials, Inc.",USA,1.5 Moderate,Exploration,Active,,Lithium,,,,,Project,"38.155928, -109.146069",,,,,,,38.155928,-109.146069,San Juan County,Utah,UT,49037,0.9567,44.2,Very High,49037,9275.846819,Very Low (<21.9K),11253.69469,Very Low,40.24817054,2.316499076,44.19,Very Low,Very Low (<21.9K),Relatively Moderate (1.85x - 2.8x),3.246068602,46.17,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),3.432766011,45.72,Relatively Low,Relatively Low (21.9K - 292K),Relatively High (2.8x - 4.58x),5.63901435,41.33,Relatively Low,Relatively Low (21.9K - 292K),Very High (>4.58x)
Lion Rock Resources Inc.,2386075,Public,Canada,No,Lion Rock Resources Inc.,Volney,"Giant, Giant Volney, Giant-Volney, Rough & Ready, Rough and Ready, Rusty, Tantalum, Tantalum Hill, Tantalum-Negro Hill, Tinton, Tinton Dome, Volney No. 1, Volney No. 2",93048,,100.0,100.0,Lion Rock Resources Inc.,USA,1.7 Elevated,Grassroots,Active,"Lithium, Gold, Tantalum, Tin, Spodumene, Caesium",Lithium,,,,,Project,"44.379920, -104.050230",Exact,,,,,,44.37992,-104.05023,Lawrence County,South Dakota,SD,46081,0.3449,2.0,Moderate,46081,613.1224628,Very Low (<21.9K),682.096664,Very Low,19.82182628,3.037785421,23.51,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),2.919339012,22.27,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),3.953983792,23.64,Very Low,Very Low (<21.9K),Relatively High (2.8x - 4.58x),7.896354902,22.14,Very Low,Very Low (<21.9K),Very High (>4.58x)
